company_id,type,rule_id,text,confidence_pct
TORNTPHARM,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,95
TORNTPHARM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
TORNTPHARM,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
TRENT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TRENT,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
TRENT,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
TRENT,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,95
TRENT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
TRENT,pro,PRO_10,Business quality metrics have strengthened consistently over recent years.,80
TRENT,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
TRENT,pro,PRO_12,Efficient utilization of assets supports sustainable business growth.,80
TVSMOTOR,con,CON_01,Debt-to-equity ratio of 3.83 is elevated and warrants monitoring.,95
TVSMOTOR,con,CON_02,Negative free cash flow raises concern about cash generation quality.,90
TVSMOTOR,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
TVSMOTOR,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TVSMOTOR,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
TVSMOTOR,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
ULTRACEMCO,con,CON_11,"Free cash flow is significantly lower than operating cash flow, indicating heavy capital expenditure.",85
ULTRACEMCO,con,CON_12,Book value per share is relatively low compared with earnings per share.,75
ULTRACEMCO,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
ULTRACEMCO,pro,PRO_06,Net profit compounding above 20% over 5 years creates significant shareholder value.,95
ULTRACEMCO,pro,PRO_07,Very high interest coverage reflects negligible financial stress from debt servicing.,90
ULTRACEMCO,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
ULTRACEMCO,pro,PRO_11,Profit growth outpacing revenue reflects improving operating leverage and scale benefits.,85
UNIONBANK,con,CON_01,Debt-to-equity ratio of 12.82 is elevated and warrants monitoring.,95
UNIONBANK,con,CON_03,"Operating profit margin is low, indicating pricing pressure or weak operating efficiency.",80
UNIONBANK,con,CON_06,Low interest coverage indicates elevated debt servicing risk.,95
UNIONBANK,con,CON_10,Low asset turnover indicates inefficient utilization of company assets.,80
UNIONBANK,con,CON_12,Book value per share is relatively low compared with earnings per share.,75
UNIONBANK,pro,PRO_02,Strong free cash flow generation signals healthy business fundamentals.,90
UNIONBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
